First Name,Last Name,Party Name,Membership 1,Membership 2
"Veronika","Honkasalo","Vasemmistoliitto","MUNICIPAL_COUNCILOR"
"Mai","Kivelä","Vasemmistoliitto","MUNICIPAL_COUNCILOR"
"Minja","Koskela","Vasemmistoliitto","MUNICIPAL_COUNCILOR"
"Eva","Biaudet","Suomen ruotsalainen kansanpuolue","MUNICIPAL_COUNCILOR"
"Atte","Kaleva","Kansallinen Kokoomus","MUNICIPAL_COUNCILOR"
"Terhi","Koulumies","Kansallinen Kokoomus"
"Jarmo","Lindberg","Kansallinen Kokoomus"
"Aura","Salla","Kansallinen Kokoomus"
"Sari","Sarkomaa","Kansallinen Kokoomus","MUNICIPAL_COUNCILOR"
"Elina","Valtonen","Kansallinen Kokoomus","MUNICIPAL_COUNCILOR"
"Ben","Zyskowicz","Kansallinen Kokoomus"
"Elisa","Gebhard","Suomen Sosialidemokraattinen Puolue","MUNICIPAL_COUNCILOR"
"Tuula","Haatainen","Suomen Sosialidemokraattinen Puolue","MUNICIPAL_COUNCILOR"
"Timo","Harakka","Suomen Sosialidemokraattinen Puolue","MUNICIPAL_COUNCILOR"
"Eveliina","Heinäluoma","Suomen Sosialidemokraattinen Puolue","MUNICIPAL_COUNCILOR"
"Nasima","Razmyar","Suomen Sosialidemokraattinen Puolue","MUNICIPAL_COUNCILOR"
"Jussi","Halla-aho","Perussuomalaiset","MUNICIPAL_COUNCILOR"
"Mari","Rantanen","Perussuomalaiset","MUNICIPAL_COUNCILOR"
"Wille","Rydman","Perussuomalaiset","MUNICIPAL_COUNCILOR"
"Fatim","Diarra","Vihreä liitto","MUNICIPAL_COUNCILOR"
"Pekka","Haavisto","Vihreä liitto"
"Atte","Harjanne","Vihreä liitto","MUNICIPAL_COUNCILOR"
"Maria","Ohisalo","Vihreä liitto","MUNICIPAL_COUNCILOR"
"Noora","Fagerström","Kansallinen Kokoomus","MUNICIPAL_COUNCILOR"
"Pia","Kauma","Kansallinen Kokoomus","MUNICIPAL_COUNCILOR","REGIONAL_COUNCILOR"
"Pihla","Keto-Huovinen","Kansallinen Kokoomus","MUNICIPAL_COUNCILOR","REGIONAL_COUNCILOR"
"Mia","Laiho","Kansallinen Kokoomus","MUNICIPAL_COUNCILOR","REGIONAL_COUNCILOR"
"Jarno","Limnell","Kansallinen Kokoomus","MUNICIPAL_COUNCILOR","REGIONAL_COUNCILOR"
"Sari","Multala","Kansallinen Kokoomus","MUNICIPAL_COUNCILOR","REGIONAL_COUNCILOR"
"Kai","Mykkänen","Kansallinen Kokoomus","MUNICIPAL_COUNCILOR","REGIONAL_COUNCILOR"
"Susanne","Päivärinta","Kansallinen Kokoomus"
"Tere","Sammallahti","Kansallinen Kokoomus","MUNICIPAL_COUNCILOR","REGIONAL_COUNCILOR"
"Pekka","Toveri","Kansallinen Kokoomus"
"Heikki","Vestman","Kansallinen Kokoomus","REGIONAL_COUNCILOR"
"Jussi","Saramo","Vasemmistoliitto","MUNICIPAL_COUNCILOR","REGIONAL_COUNCILOR"
"Harry","Harkimo","Liike Nyt","MUNICIPAL_COUNCILOR"
"Mika","Poutala","Suomen Kristillisdemokraatit (KD)","MUNICIPAL_COUNCILOR"
"Tiina","Elo","Vihreä liitto","MUNICIPAL_COUNCILOR"
